word,meaning,word_type,last_sound,can_combine
ಎಂಪರರ್,The Emperor,noun,್,no
ಸಾರ್ವಭೌಮವು,Sovereignty,noun,ು,no
ಆಂಗ್ಲ,English,noun,ಲ,yes
ಚಕ್ರವರ್ತಿಯು,Emperor,noun,ು,no
ಪಾವತಿಸಲು,to pay,noun,ು,no
ನೆನಪಿಸಿಕೊಂಡಂತೆ,As remembered,noun,ೆ,no
ಲಾಭವನ್ನು,Profit,noun,ು,no
ರಾಜೇಂದ್ರಕೃಷ್ಣ,Rajendrakrishna,noun,ಣ,yes
ಊರ,town,noun,ರ,yes
ಖಾಸಗಿಶಿಕ್ಷಣ,Private education,noun,ಣ,yes
ನಡೆಸಿ,conduct,noun,ಿ,no
ಇಥೈಲ್,Ethyl,noun,್,no
ಯಾವುದೇರೀತಿಯ,of any kind,noun,ಯ,yes
ಕಾಂಬೋಡಿಯ,Cambodia,noun,ಯ,yes
ಯುರಅಸಎಕ,Eurasian,noun,ಕ,yes
ಮುಂದುವರೆಸುತ್ತವೆ,continue,noun,ೆ,no
ಉಜ್ಬೇಕಿಸ್ಥಾನ್,Uzbekistan,noun,್,no
ತಾಜಿಕಿಸ್ತಾನ್,Tajikistan,noun,್,no
ಕಣ್ಣಿನಂತಿರುವ,Eye-like,noun,ವ,yes
ಗಟ್ಟಿಕುದುರು,hard horse,noun,ು,no
ನವಮಂಗಳೂರು,Navmangaluru,noun,ು,no
ಹಾದುಬರುವ,pass through,noun,ವ,yes
ಉಪ್ಪಿನಂಗಡಿಯಲ್ಲಿ,In the salt shop,prefix,ಿ,yes
ಭೂಮಿಯನುದ್ಧರಿಸಿದ,Prepared land,noun,ದ,yes
ಅಕ್ಟೋಬರ್,October,prefix,್,yes
ಅಮಲ್,Amal,prefix,್,yes
ಘೋಷ್,Ghosh,noun,್,no
ದುರ್ದೈವದಿಂದ,Unfortunately,prefix,ದ,yes
ಗೌರಿಬಿದನೂರಿನ,Gouribidanur,noun,ನ,yes
ಹಿಂಸಾಚಾರವನ್ನು,Violence,noun,ು,no
ಪ್ರಸ್ತುತವಾಗುತ್ತದೆ,becomes present,prefix,ೆ,yes
ಪೂಜೋತ್ಸವಗಳು,Festivals,noun,ು,no
ವಿದುರಾಶ್ವತ್ಥ,Vidurasvattha,prefix,ಥ,yes
ರಂದಿನ,of two,noun,ನ,yes
ವಾಯುವ್ಯಕ್ಕೆ,to the northwest,noun,ೆ,no
ಜೆನ್,Gen,noun,್,no
ಹೆದ್ದಾರಿಯಲ್ಲಿರುವ,On the highway,noun,ವ,yes
ಹುಬ್ಬಳ್ಳಿಯಲ್ಲಿ,In Hubli,noun,ಿ,no
ನೈರುತ್ಯ,Southwest,noun,ಯ,yes
ಮಾಯಾಮೃಗ,Magical beast,noun,ಗ,yes
ನಿರ್ದೇಶಕರಾದ,Director,noun,ದ,yes
ಹಿಂದೂಸ್ಥಾನೀ,Hindustani,noun,ೀ,no
ಟಾಕೀಸ್,Talkies,noun,್,no
ಬಲಗಳಂತಹವು,such as forces,noun,ು,no
ಮೆಟ್ರಿಕ್,Metric,noun,್,no
ಸ್ಥಳಾಂತರಗಳು,displacements,noun,ು,no
ಕಾಸು,a dime,noun,ು,no
ಗೋರುಮಾರಾ,Gorumara,noun,ಾ,no
ಮೇಲ್ಮೈ,surface,noun,ೈ,no
ಸಿಂಗಾಪುರದಲ್ಲಿ,In Singapore,noun,ಿ,no
ಸೈನಿಕರಿಗಾಗಿ,For soldiers,noun,ಿ,no
ಅಂತ್ಯಗೊಂಡು,ending,prefix,ು,yes
ವಾತ್ಯಾಯನ,Ventilation,noun,ನ,yes
ಆಸ್ತಿಯಲ್ಲಿನ,in the property,noun,ನ,yes
ಅನುಭವಿಸುವಂತೆ,to feel,prefix,ೆ,yes
ವಿಶ್ವವಿದ್ಯಾಲಯಗಳ,of universities,prefix,ಳ,yes
ನವಾಬನಾಗಿ,As Nawab,noun,ಿ,no
ಹಾಕಿದ್ದರು,had put,noun,ು,no
ಬಸ್ಸು,the bus,noun,ು,no
ಶುಲ್ಕವನ್ನು,the fee,noun,ು,no
ಜೀವವನ್ನು,the life,noun,ು,no
ಕಳ್ಳತನವನ್ನು,theft,noun,ು,no
ಖಾಸಗೀಕರಣ,Privatization,noun,ಣ,yes
ಪೂರ್ಣಗೊಳಿಸದ್ದಕ್ಕಾಗಿ,For completion,noun,ಿ,no
ಪ್ರಾತಿನಿಧ್ಯದ,of representation,prefix,ದ,yes
ಟಯ,Taya,noun,ಯ,yes
ರೂಢಿಗೆ,to custom,noun,ೆ,no
ಪುಷ್ಟೀಕರಿಸಿದ,Enriched,noun,ದ,yes
ಇಳಯರಾಜಾ,Ilayaraja,noun,ಾ,no
ಬರ್ಮನ್,Burman,noun,್,no
ಸಾದ್ರಾನ,Sadrana,noun,ನ,yes
ನಿರೂಪಣ,narrative,noun,ಣ,yes
ಪೂರ್ವಜರು,Ancestors,noun,ು,no
ಇಷ್ಮಾಯೇಲ್,Ishmael,noun,್,no
ಆಡಿಯೊವನ್ನು,the audio,noun,ು,no
ಕುಣಿದರೆ,If you jump,noun,ೆ,no
ಕೊಟ್ಟ,gave,noun,ಟ,no
ಸ್ಥಾಪಿಸಿದ,established,noun,ದ,yes
ದಕ್ಷತೆಯಿಂದ,with efficiency,noun,ದ,yes
ಕಾರ್ಖಾನೆ,The factory,noun,ೆ,no
ತತ್ವಾರ,Philosopher,noun,ರ,yes
ವರ್ಣತಂತು,Chromosome,noun,ು,no
ಪ್ರದೇಶವಾಗಿದ್ದು,is the area,prefix,ು,yes
ವಿಧರ್ಮೀಯ,heathen,prefix,ಯ,yes
ಇರಿಸಲಾಗುತ್ತದೆ,placed,noun,ೆ,no
ದಿನವು,The day,noun,ು,no
ಮಾಲ್,Mall,noun,್,no
ಇಸ್ರೋ,ISRO,noun,ೋ,no
ಬಾಷ್ಪೀಕರಣದ,of evaporation,noun,ದ,yes
ಪರಿಣಾಮಕಾರಿತ್ವವನ್ನು,Effectiveness,noun,ು,no
ನಿರಪೇಕ್ಷ,Absolute,noun,ಷ,no
ಬಳಸಲಾಗಿದೆ,used,noun,ೆ,no
ಪಟ್ಟಿಯು,List,noun,ು,no
ತಂಟೆಪ್ಪಾಡಿಯವರು,Thanteppadi,noun,ು,no
ಅಪೂರ್ವವಾದ,Unprecedented,noun,ದ,yes
ಮಾರ್ಗದರ್ಶಿ,guide,noun,ಿ,no
ಸೆಂಚುರಿಕ್ರೇನ್,CenturyCrane,noun,್,no
ಮಾಸಪತ್ರಿಕೆಯ,of the magazine,noun,ಯ,yes
ಮರಳಿ,back,noun,ಿ,no
ನವ,Nov,noun,ವ,yes
ಅಮೋನಿಯ,Ammonia,prefix,ಯ,yes
ನಿಖರತೆಯ,Accuracy,noun,ಯ,yes
ಪರಮಾಣುಗಳನ್ನು,atoms,noun,ು,no
ಇಲ್ಲಿರುವ,Here's,noun,ವ,yes
ಫೋಟೋಗ್ರಫಿಯ,of photography,noun,ಯ,yes
ಉದ್ಯಾನವನದ,of the park,noun,ದ,yes
ಸ್ಪಡೈನಾ,Spadina,noun,ಾ,no
ಮೊದಲಿಗರಲ್ಲಿ,Among the first,noun,ಿ,no
ಭಕ್ತವತ್ಸಲಂ,Bhaktavatsalam,noun,ಂ,no
ಸಿಕ್ಕಿಲ್ಲ,not found,noun,ಲ,yes
ಜೆಡಿಎಸ್,JDS,noun,್,no
ಪಟ್ಟಣಶೆಟ್ಟಿಯವರನ್ನು,People from Pattanashetty,noun,ು,no
ಗಚ್ಚಿನಮಠರು,Gachchina Maths,noun,ು,no
ರಾಮಮಂದಿರ,Ram Mandir,noun,ರ,yes
ವಿಶ್ಲೇಷಣಾಶಾಸ್ತ್ರಜ್ಞ,Analyst,prefix,ಞ,yes
ಮನೋವೃತ್ತಿ,Attitude,noun,ಿ,no
ಇವರೇ,This is him,noun,ೇ,no
ಡಿರಾಕ್,Dirac,noun,್,no
ರಚಿಸುತ್ತವೆ,create,noun,ೆ,no
ಕರ್ತವ್ಯ,duty,noun,ಯ,yes
ದತ್ತ,Datta,noun,ತ,yes
ಪರಿವರ್ತನೆಗಳನ್ನು,transitions,noun,ು,no
ಬರಲಾಗುತ್ತದೆ,will come,noun,ೆ,no
ಐವನೋವ್,Ivanov,noun,್,no
ಸೈಬೀರಿಯ,of Siberia,noun,ಯ,yes
ಪೀಡಿತರಿಗೆ,For those affected,noun,ೆ,no
ಪಾರ್ವಾತಿ,Parvati,noun,ಿ,no
ಕುಣಿಸಲು,to dance,noun,ು,no
ಬೆಳಕಿನೆಡೆಗೆ,Toward the light,noun,ೆ,no
ಧಾರವಾಡದಿಂದ,From Dharwad,noun,ದ,yes
ಅರಮನೆಯಲ್ಲಿ,In the palace,prefix,ಿ,yes
ಆದರ್ಶಗಳ,of ideals,noun,ಳ,no
ಆಗ್ರಾ,Agra,noun,ಾ,no
ಸ್ಥಳಗಳಲ್ಲಿಯೂ,In places too,noun,ೂ,no
ಹೊರಗಡೆಯಿ೦ದ,From outside,noun,ದ,yes
ತಮಿಳುನಾಡಿ,Tamil Nadu,noun,ಿ,no
ಅಸಾಧಾರಣ,Extraordinary,prefix,ಣ,yes
ಮದರಾಸ್,Madras,noun,್,no
ಟಿವಿಯ,of TV,noun,ಯ,yes
ಶೈಲಾ,Shaila,noun,ಾ,no
ಸಬ್ಕೋ,Subco,noun,ೋ,no
ಸಿನಗಾಗ್,Synagogue,noun,್,no
ನಡೆದಾರಿ,take a walk,noun,ಿ,no
ತೂಗುತೊಂಗಲುಗಳಿಗೆ,For pendants,noun,ೆ,no
ದ್ರೋಣಾಚಾರ್ಯರ,of Dronacharya,noun,ರ,yes
ಆಯುಧಗಳಲ್ಲಿ,in weapons,noun,ಿ,no
ತುದಿಯಾದ,tipped,noun,ದ,yes
ಹಿಡಿತವನ್ನು,grip,noun,ು,no
ಫಾತಿಮಾ,Fatima,noun,ಾ,no
ರೋಟರಿ,Rotary,noun,ಿ,no
ಸ್ವಯಂಪ್ರೇರಿತ,Voluntary,noun,ತ,yes
ಬಾಲಯಿಡಿದು,childish,noun,ು,no
ಗಾಲಿಕುರ್ಚಿ,wheelchair,noun,ಿ,no
ಸರಿಯಾಗಿರಲಿಲ್ಲ,It wasn't right,noun,ಲ,yes
ವಿಜ್ಞಾನಕ್ಕೆ,to science,prefix,ೆ,yes
ಸೆನಿಯಾ,Senia,noun,ಾ,no
ಸಂಗೀತಗಾರರಿಗೆ,For musicians,prefix,ೆ,yes
ಕಮಿಟಿಗಳು,Committees,noun,ು,no
ಅಫ್ಘಾನಿಸ್ಥಾನ್,Afghanistan,prefix,್,yes
ನಿರ್ಮಾನಿಸಿದ್ದಾರೆ,Built by,noun,ೆ,no
ರಾಮನಾಥ್,Ramnath,noun,್,no
ಗಮನಾರ್ಹವಾದ,Remarkable,noun,ದ,yes
ಕುಶಾಣರ,of the Kushans,noun,ರ,yes
ತುಲಾ,Libra,noun,ಾ,no
ವಿಟಾಲಿ,Vitaly,prefix,ಿ,yes
ಪಂಡರೀಬಾಯಿ,Pandaribai,noun,ಿ,no
ಜ್ಞಾನ,knowledge,noun,ನ,yes
ಹಸ್ತ,the hand,noun,ತ,yes
ಪರಮಾಲಯ,Paramalaya,noun,ಯ,yes
ಆತ್ಮನೋಷಠ,self care,noun,ಠ,no
ವಿಯನ,Vienna,prefix,ನ,yes
ಸಾಧುವಾಲಯ,Monastery,noun,ಯ,yes
ಸುರಾಪ,Surapa,prefix,ಪ,yes
ಸಮೀಪಾಲಯ,near,noun,ಯ,yes
ಸರಸೇಕ,Sarasek,noun,ಕ,yes
ವಿದ್ವದಾಲಯ,University,prefix,ಯ,yes
ತಪಸೀಶ,penance,noun,ಶ,no
ವಾಗೋಷಠ,Vagoshatha,noun,ಠ,no
ವಹೋಷಠ,Vahoshatha,noun,ಠ,no
ನೇತ್ರಾಲಯ,Ophthalmology,noun,ಯ,yes
ನಿಯೇಕ,Director,noun,ಕ,yes
ಸಿರೀಲ್ಲೆ,Cyrille,noun,ೆ,no
ಹನುಮದಾಲಯ,Hanumadalaya,noun,ಯ,yes
ಮಿತ್ರ,a friend,noun,ರ,yes
ಗ್ರಂಥಾಲಯ,Library,noun,ಯ,yes
ತಪಸೋಷಠ,Tapasoshatha,noun,ಠ,no
ಅಸ್ತೇಕ,Aztec,prefix,ಕ,yes
ದುಃ,alas,prefix,ಃ,yes
ಸಂಕಲ್ಪ,determination,prefix,ಪ,yes
ಇತ್ಯಯನ,Ityayana,noun,ನ,yes
ತಬನುಭವ,experience,noun,ವ,yes
ಸಮೀಪ,nearby,noun,ಪ,yes
ವಾಕ್,Walk,noun,್,no
ದಿವುಪದೇಶ,Divupadesh,noun,ಶ,no
ಹನುಮಂತ್,Hanuman,noun,್,no
ಪ್ರಯನ,Prayana,prefix,ನ,yes
ಸಂಜಾತ,born,prefix,ತ,yes
ವಹೇಕ,carrier,noun,ಕ,yes
ಅತೀಶ,Transcendence,prefix,ಶ,yes
ಗೋಯಿಂದ್ರ,Goindra,noun,ರ,yes
ಪ್ಲವೋಷಠ,Plavoshatha,noun,ಠ,no
ವಿದ್ಯಾರ್ಥಿ,student,prefix,ಿ,yes
ಅವತಾರಾಲಯ,Avatara,prefix,ಯ,yes
ಪಾರ್ವತೀ,Parvati,noun,ೀ,no
ಸಿರಿ,Siri,noun,ಿ,no
ನಿಯೇಶ,Niesh,noun,ಶ,no
ಮಾಲಿ,gardener,noun,ಿ,no
ಯಜಮಾನೇಕ,the owner,noun,ಕ,yes
ಐಕ್ಯ,Unity,noun,ಯ,yes
ಮಹೈಕ,Mahaika,noun,ಕ,yes
ಸುರಯನ,Surya,prefix,ನ,yes
ಪರಮಾತ,Paramata,noun,ತ,yes
ವಿದ್ಯಾಲಯ,Vidyalaya,prefix,ಯ,yes
ಸಹೋದರ,brother,noun,ರ,yes
ಕವ್ಯೋಷಠ,Kavyosatha,noun,ಠ,no
ಹತ್ತಿರ,near,noun,ರ,yes
ಹಿತ,good,noun,ತ,yes
ಅಸ್ತುಪದೇಶ,exhortation,prefix,ಶ,yes
ಪಂಡಿದಾಲಯ,Pandidala,noun,ಯ,yes
ಅಭ್ಯಯನ,campaign,prefix,ನ,yes
ಭವ್ಯ,magnificent,noun,ಯ,yes
ಉದುಪದೇಶ,A sermon,noun,ಶ,no
ಅವಾಪ,Awapa,prefix,ಪ,yes
ತುಲ್ಯ,compare,noun,ಯ,yes
ಸಂವಾದ,conversation,noun,ದ,yes
ಪುಸ್ತಕ,book,noun,ಕ,yes
ಆತ್ಮನೀಶ,atmaneesh,noun,ಶ,no
ವಿದ್ಯುತ್,electricity,prefix,್,yes
ದುರ್ಗಾಲಯ,misfortune,prefix,ಯ,yes
ಭಕ್ತಾಲಯ,Bhaktalaya,noun,ಯ,yes
ಕವಿ,the poet,noun,ಿ,no
ಗುರೂಪದೇಶ,Gurupadesh,noun,ಶ,no
ದೇವರು,god,noun,ು,no
ಅಧ್ಯಾಪ,faculty,prefix,ಪ,yes
ವಾಗೀಶ,Wagish,noun,ಶ,no
ಕೇಂದ್ರಾಲಯ,Center,noun,ಯ,yes
ಅಜೇಕ,Ajeka,prefix,ಕ,yes
ಸಮಿತ,Committee,noun,ತ,yes
ನಿರೇಕ,pure,noun,ಕ,yes
ಪ್ರತ್ಯಕ್ಷ,in person,prefix,ಷ,yes
ದ್ಯೌ,Mr,noun,ೌ,no
ಅಶ್ವ,horse,prefix,ವ,yes
ವಾರ್ಯೋಷಠ,Varyoshatha,noun,ಠ,no
ಧೀರಾಲಯ,Dhiralaya,noun,ಯ,yes
ಉಪಯೋಗ,use,prefix,ಗ,yes
ದುರೀಶ,poverty,prefix,ಶ,yes
ಉಬುಪಯೋಗ,underuse,noun,ಗ,yes
ಹತ್ತಿರಾಲಯ,neighborhood,noun,ಯ,yes
ವಿಷ್ಣುವಾಲಯ,Vishnuvalaya,prefix,ಯ,yes
ಸಂಹಿತ,code,prefix,ತ,yes
ಈಶ,Esha,noun,ಶ,no
ಶಬ್ದಗಿಲಾಖೆ,Verbatim,noun,ೆ,no
ತೀರ್ಥಂಕರಾಲಯ,Tirthankaralaya,noun,ಯ,yes
ದೇವಾಲಯ,Temple,noun,ಯ,yes
ಶಾಂತಾಲಯ,Shantalaya,noun,ಯ,yes
ಗುರುನಾನಕ್,Guru Nanak,noun,್,no
ಅಜ್,Az,prefix,್,yes
ಸಂಗಡ,with,prefix,ಡ,yes
ದುರ್ಗಾ,Durga,prefix,ಾ,yes
ಪ್ರತ್ಯೇಕ,separate,prefix,ಕ,yes
ಜಗದೋಷಠ,Jagadoshatha,noun,ಠ,no
ವಾಗಾಲಯ,Wagalaya,noun,ಯ,yes
ಕೇಂದ್ರ,center,noun,ರ,yes
ಗೋವುಪದೇಶ,Goupadesha,noun,ಶ,no
ಪ್ರೋಪದೇಶ,Sermon,prefix,ಶ,yes
ಗುರು,Jupiter,noun,ು,no
ಹೃದಯಾಲಯ,heart,noun,ಯ,yes
ರಾಜೈಕತೆ,Kingship,noun,ೆ,no
ಪುತ್ರಾಲಯ,Putralaya,noun,ಯ,yes
ಉಪದೇಶ,preaching,prefix,ಶ,yes
ಸನ್ನ್ಯಾಸ,Asceticism,noun,ಸ,no
ಗುರುವಧ್ಯಯನ,Guruvadhyana,noun,ನ,yes
ದೇವೂಪಕಾರ,God's grace,noun,ರ,yes
ಗ್ರಾಮಾಲಯ,Village,noun,ಯ,yes
ಸಂಸ್ಕೃತ,Sanskrit,prefix,ತ,yes
ಉಪಯನ,Upayana,prefix,ನ,yes
ಕೆಲಸ,work,noun,ಸ,no
ವಹುಪದೇಶ,Waupadesha,noun,ಶ,no
ಅವೇಶ,charge,prefix,ಶ,yes
ದುಹಿತಾಲಯ,Duhitalaya,prefix,ಯ,yes
ನದ್ಯೋಷಠ,Nadyoshatha,noun,ಠ,no
ಸುರುಪದೇಶ,evangelism,prefix,ಶ,yes
ಗಣೇಶಾಲಯ,Ganeshalaya,noun,ಯ,yes
ಕೃಷ್ಣಾಲಯ,Krishnalaya,noun,ಯ,yes
ಇಲಾಖೆ,Dept,noun,ೆ,no
ಉಕ್ತ,According to,noun,ತ,yes
ಹರಿ,Hari,noun,ಿ,no
ಉಪಾಪ,fasting,prefix,ಪ,yes
ಗೈ,Guy,noun,ೈ,no
ನಿಯನ,Niyan,noun,ನ,yes
ವಚನಾಲಯ,lecture hall,noun,ಯ,yes
ಅಧ್ಯಯನ,study,prefix,ನ,yes
ಮನಾಲಯ,Manalaya,noun,ಯ,yes
ವಿದ್ಯುದರ್ಥ,Electricity,prefix,ಥ,yes
ಜಾತ,caste,noun,ತ,yes
ಅತಿ,over,prefix,ಿ,yes
ಸುರ್,Sur,prefix,್,yes
ಪ್ರೇಶ,region,prefix,ಶ,yes
ಕೀರ್ತಿ,fame,noun,ಿ,no
ಭಾರ್ಯಾಲಯ,Bharialya,noun,ಯ,yes
ಮಾಲೆಯಂಗಡ,From the garland,noun,ಡ,yes
ಋಷಿ,Sage,noun,ಿ,no
ದುಹಿತಾ,Duhita,prefix,ಾ,yes
ಸನ್ಮಾನ,an honor,noun,ನ,yes
ಇಂದ್ರ,Indra,noun,ರ,yes
ದಿವೀಶ,Divisha,noun,ಶ,no
ಸುಂದರಾಲಯ,Sundaralaya,prefix,ಯ,yes
ದುರೇಕ,Dureka,prefix,ಕ,yes
ಅಂಚೆಯಾಲಯ,post office,prefix,ಯ,yes
ಜಗತ್,the world,noun,್,no
ಗಣೇಶ,Ganesha,noun,ಶ,no
ನದೀ,the river,noun,ೀ,no
ವೀರೂ,Veero,noun,ೂ,no
ಅರ್ಥಿ,meaning,prefix,ಿ,yes
ದೇವರುವಾಲಯ,Temple,noun,ಯ,yes
ಪಿತಾ,the father,noun,ಾ,no
ವೀರಾಲಯ,Veeralaya,noun,ಯ,yes
ವಹ್,wow,noun,್,no
ಪತ್ನ್ಯಾಲಯ,Patnyalaya,noun,ಯ,yes
ಸ್ವೀಶ,Sweesh,noun,ಶ,no
ವಹಾಲಯ,love,noun,ಯ,yes
ಸರಸ್,Nice,noun,್,no
ಸುಬ್ರಹ್ಮಣ್ಯ,Subrahmanya,prefix,ಯ,yes
ಅಂಗುಲ,inch,prefix,ಲ,yes
ಕೃಷ್ಣ,Krishna,noun,ಣ,yes
ಉದಯನ,the rise,noun,ನ,yes
ಮುಖಾಲಯ,The office,noun,ಯ,yes
ಛದುಪದೇಶ,Chadupadesha,noun,ಶ,no
ಸಜ್ಜನ,the gentleman,noun,ನ,yes
ಪ್ರ,Q,prefix,ರ,yes
ಅಸ್ತೀಶ,Astisha,prefix,ಶ,yes
ಜ್ಞಾನೇಶ್ವರ,Dnyaneshwar,noun,ರ,yes
ಸಖೀ,Sakhi,noun,ೀ,no
ಸೂಕ್ತ,suitable,noun,ತ,yes
ಈಕ್ಷಣ,right now,noun,ಣ,yes
ನಿರೀಶ,Nereesh,noun,ಶ,no
ಅಪೀಶ,Apeesh,prefix,ಶ,yes
ತಾಪಸಿಯಾಲಯ,Penance,noun,ಯ,yes
ಇತ್ಯಾಪ,Ityapa,noun,ಪ,yes
ನಾಥ,Nath,noun,ಥ,no
ಪಾದ,foot,noun,ದ,yes
ಮಹತ್,Mahat,noun,್,no
ಸದಾಲಯ,At the moment,noun,ಯ,yes
ನಿ,Mr,noun,ಿ,no
ಸದರ್ಥ,Adequate,noun,ಥ,no
ಪರಮೇಶ್ವರ,Parameshwara,noun,ರ,yes
ವಿದ್ಯುದ್ಪ್ರವಾಹ,Electric current,prefix,ಹ,yes
ಭಕ್ತ,Bhakta,noun,ತ,yes
ಓಷಠ,warning,noun,ಠ,no
ಭ್ರಾತಾಲಯ,Fraternity,noun,ಯ,yes
ಮನಸ್,the mind,noun,್,no
ಸರಸುಪದೇಶ,Sarasupadesha,noun,ಶ,no
ಚಂದ್ರೋದಯ,moonrise,noun,ಯ,yes
ನಿಯುಪದೇಶ,Mission,noun,ಶ,no
ಅಸುರ,asura,prefix,ರ,yes
ಲಕ್ಷ್ಮೀ,Lakshmi,noun,ೀ,no
ಉದಾಪ,example,noun,ಪ,yes
ಅಂಗಡಿ,shop,prefix,ಿ,yes
ದುರುಪದೇಶ,slander,prefix,ಶ,yes
ಮುಖ,the face,noun,ಖ,no
ಸಂಬಂಧ್ಯಾಲಯ,relative,prefix,ಯ,yes
ವಿಯೇಕ,separate,prefix,ಕ,yes
ರಾಜಾಲಯ,Rajalaya,noun,ಯ,yes
ಸ್ವುಪದೇಶ,Self-suggestion,noun,ಶ,no
ಬುದ್ಧಾಲಯ,Buddhalaya,noun,ಯ,yes
ಓಷಠೇಕ,By the way,noun,ಕ,yes
ಅಸ್ತಯನ,Astyana,prefix,ನ,yes
ಪುತ್ರೀ,daughter,noun,ೀ,no
ಇತೀಶ,Itish,noun,ಶ,no
